RID,CuisineID
565,7
566,7
567,7
568,7
569,7
570,7
571,7
572,7
573,7
574,7
575,7
576,7
577,7
578,7
579,7
580,7
581,7
582,7
583,7
584,7
585,7
586,7
587,7
588,7
589,7
590,7
591,7
592,7
593,7
594,7
595,7
596,7
597,7
598,7
599,7
600,7
601,7
602,7
603,7
604,7
605,7
606,7
607,7
608,7
609,7
610,7
611,7
612,7
613,7
614,7
615,7
616,7
617,7
618,7
619,7
620,7
621,7
622,7
623,7
624,7
625,7
626,7
627,7
628,7
629,7
630,7
631,7
632,7
633,7
634,7
635,7
636,7
637,7
638,7
639,7
640,7
641,7
642,7
643,7
644,7
645,7
646,7
647,7
648,7
649,7
650,7
651,7
652,7
653,7
654,4
655,8
656,8
657,8
658,8
659,8
660,8
661,8
662,8
663,8
664,8
665,8
666,8
667,8
668,8
669,8
670,8
671,8
672,8
673,8
674,8
675,8
676,8
677,8
678,8
679,8
680,8
681,8
682,8
683,8
684,8
685,8
686,8
687,8
688,8
689,8
690,8
691,8
692,8
693,8
694,8
695,8
696,8
697,8
698,8
699,8
700,8
701,8
702,8
703,8
704,8
705,8
706,8
707,8
708,8
709,8
710,8
711,8
712,8
713,8
714,8
715,8
716,8
717,8
718,8
719,8
720,8
721,8
722,8
723,8
724,8
725,8
726,8
727,8
728,8
729,8
730,8
731,8
732,8
733,8
734,8
735,8
736,8
737,8
738,8
739,8
740,8
741,8
742,8
743,8
744,8
745,8
746,8
747,8
748,8
749,8
750,8
751,8
752,8
753,8
754,8
755,8
756,8
757,8
758,8
759,8
760,8
761,8
762,8
763,8
764,8
765,8
766,8
767,8
768,8
769,8
770,8
771,8
772,8
773,8
774,8
775,8
776,8
777,8
778,8
779,8
780,8
781,8
782,8
783,8
784,8
785,8
786,8
787,8
788,8
789,8
790,8
791,8
792,8
793,8
794,8
795,8
796,8
797,8
798,8
799,8
800,8
801,8
802,8
803,8
804,8
805,8
806,8
807,8
808,8
809,8
810,8
811,8
812,8
813,8
814,8
815,8
816,8
817,8
818,8
819,8
820,8
821,8
822,8
823,8
824,8
825,8
826,8
827,8
828,8
829,8
830,8
831,8
832,8
833,8
834,8
835,8
836,8
837,8
838,8
839,8
840,8
841,8
842,8
843,8
844,8
845,8
846,8
847,8
848,8
849,8
850,8
851,8
852,8
853,8
854,8
855,8
856,8
857,8
858,8
859,8
860,8
861,8
862,8
863,8
864,8
865,8
866,8
867,8
868,8
869,8
870,8
871,8
872,8
873,8
874,8
875,8
876,9
877,9
878,9
879,9
880,9
881,9
882,9
883,9
884,9
885,9
886,9
887,9
888,9
889,9
890,9
891,9
892,9
893,9
894,9
895,9
896,9
897,9
898,9
899,9
900,9
901,9
902,9
903,9
904,9
905,9
906,9
907,9
908,9
909,9
910,9
911,9
912,9
913,9
914,9
915,9
916,9
917,9
918,9
919,9
920,9
921,9
922,9
923,9
924,9
925,9
926,9
927,9
928,9
929,9
930,9
931,9
932,9
933,9
934,9
935,9
936,9
937,9
938,9
939,9
940,9
941,9
942,9
943,9
944,9
945,9
946,9
947,9
948,9
949,9
950,9
951,9
952,9
953,9
954,9
955,9
956,9
957,9
958,9
959,9
960,9
961,9
962,9
963,9
964,9
965,9
966,9
967,9
968,9
969,9
970,9
971,9
972,9
973,9
974,9
975,9
976,9
977,9
978,9
979,9
980,9
981,9
982,9
983,9
984,9
985,9
986,9
987,9
988,9
989,9
990,9
991,9
992,9
993,9
994,9
995,9
996,9
997,9
998,9
999,9
1000,9
1001,9
1002,9
1003,9
1004,9
1005,9
1006,9
1007,9
1008,9
1009,9
1010,9
1011,9
1012,9
1013,9
1014,9
1015,9
1016,9
1017,9
1018,9
1019,9
1020,9
1021,9
1022,9
1023,9
1024,9
1025,9
1026,9
1027,9
1028,9
1029,9
1030,9
1031,9
1032,9
1033,9
1034,9
1035,9
1036,9
1037,9
1038,9
1039,9
1040,9
1041,9
1042,9
1043,9
1044,9
1045,9
1046,9
1047,9
1048,9
1049,9
1050,9
1051,9
1052,9
1053,9
1054,9
1055,9
1056,9
1057,9
1058,9
1059,9
1060,9
1061,9
1062,9
1063,9
1064,9
1065,9
1066,9
1067,9
1068,9
1069,9
1070,9
1071,9
1072,9
1073,9
1074,9
1075,9
1076,9
1077,9
1078,9
1079,9
1080,9
1081,9
1082,9
1083,9
1084,9
1085,9
1086,9
1087,9
1088,9
1089,9
1090,9
1091,9
1092,9
1093,9
1094,9
1095,9
1096,9
1097,9
1098,9
1099,9
1100,9
1101,9
1102,9
1103,9
1104,9
1105,9
1106,9
1107,9
1108,9
1109,9
1110,9
1111,9
1112,9
1113,9
1114,9
1115,9
1116,9
1117,9
1118,9
1119,9
1120,9
1121,9
1122,9
1123,9
1124,9
1125,9
1126,9
1127,9
1128,9
1129,9
1130,9
1131,9
1132,9
1133,9
1134,9
1135,9
1136,9
1137,9
1138,9
1139,9
1140,9
1141,9
1142,9
1143,9
1144,9
1145,9
1146,9
1147,9
1148,9
1149,9
1150,9
1151,9
1152,9
1153,9
1154,9
1155,9
1156,9
1157,9
1158,9
1159,9
1160,9
1161,9
1162,9
1163,9
1164,9
1165,9
1166,9
1167,9
1168,9
1169,9
1170,9
1171,9
1172,9
1173,9
1174,9
1175,9
1176,9
1177,9
1178,9
1179,9
1180,9
1181,10
1182,10
1183,10
1184,10
1185,10
1186,10
1187,10
1188,10
1189,10
1190,10
1191,10
1192,10
1193,10
1194,10
1195,10
1196,10
1197,10
1198,10
1199,10
1200,10
1201,10
1202,10
1203,10
1204,10
1205,10
1206,10
1207,10
1208,10
1209,10
1210,10
1211,10
1212,10
1213,10
1214,10
1215,10
1216,10
1217,10
1218,10
1219,10
1220,10
1221,10
1222,10
1223,10
1224,10
1225,10
1226,10
1227,10
1228,10
1229,10
1230,10
1231,10
1232,10
1233,10
1234,10
1235,10
1236,10
1237,10
1238,10
1239,10
1240,10
1241,10
1242,10
1243,10
1244,10
1245,10
1246,10
1247,10
1248,10
1249,10
1250,10
1251,10
1252,10
1253,10
1254,10
1255,10
1256,10
1257,10
1258,10
1259,10
1260,10
1261,10
1262,10
1263,10
1264,10
1265,10
1266,10
1267,10
1268,10
1269,10
1270,10
1271,10
1272,10
1273,10
1274,10
1275,10
1276,10
1277,10
1278,10
1279,10
1280,10
1281,10
1282,10
1283,10
1284,10
1285,10
1286,10
1287,10
1288,10
1289,10
1290,10
1291,10
1292,10
1293,10
1294,10
1295,10
1296,10
1297,10
1298,10
1299,10
1300,10
1301,10
1302,10
1303,10
1304,10
1305,10
1306,10
1307,10
1308,10
1309,10
1310,10
1311,10
1312,10
1313,10
1314,11
1315,11
1316,11
1317,11
1318,11
1319,11
1320,11
1321,11
1322,11
1323,11
1324,11
1325,11
1326,11
1327,11
1328,11
1329,11
1330,11
1331,11
1332,11
1333,11
1334,11
1335,11
1336,11
1337,11
1338,11
1339,11
1340,11
1341,11
1342,11
1343,11
1344,11
1345,11
1346,11
1347,11
1348,11
1349,11
1350,11
1351,11
1352,11
1353,11
1354,11
1355,11
1356,11
1357,11
1358,11
1359,11
1360,11
1361,11
1362,11
1363,11
1364,11
1365,11
1366,11
1367,11
1368,11
1369,11
1370,11
1371,11
1372,11
1373,11
1374,11
1375,11
1376,11
1377,11
1378,11
1379,11
1380,11
1381,11
1382,11
1383,11
1384,11
1385,11
1386,11
1387,11
1388,11
1389,11
1390,11
1391,11
1392,11
1393,11
1394,11
1395,11
1396,11
1397,11
1398,11
1399,11
1400,11
1401,11
1402,11
1403,11
1404,11
1405,11
1406,11
1407,11
1408,11
1409,11
1410,11
1411,11
1412,11
1413,11
1414,11
1415,11
1416,11
1417,11
1418,11
1419,12
1420,12
1421,12
1422,12
1423,12
1424,12
1425,12
1426,12
1427,12
1428,12
1429,12
1430,12
1431,12
1432,12
1433,12
1434,12
1435,12
1436,12
1437,12
1438,12
1439,12
1440,12
1441,12
1442,12
1443,12
1444,12
1445,12
1446,12
1447,12
1448,12
1449,12
1450,12
1451,12
1452,12
1453,12
1454,12
1455,12
1456,12
1457,12
1458,13
1459,13
1460,13
1461,13
1462,13
1463,13
1464,13
1465,13
1466,13
1467,13
1468,13
1469,13
1470,13
1471,13
1472,13
1473,13
1474,13
1475,13
1476,13
1477,13
1478,13
1479,13
1480,13
1481,13
1482,13
1483,13
1484,13
1485,13
1486,13
1487,13
1488,13
1489,13
1490,13
1491,13
1492,13
1493,13
1494,13
1495,13
1496,13
1497,13
1498,13
1499,13
1500,13
1501,13
1502,13
1503,13
1504,13
1505,13
1506,13
1507,13
1508,13
1509,13
1510,13
1511,13
1512,13
1513,13
1514,13
1515,13
1516,13
1517,13
1518,13
1519,13
1520,13
1521,13
1522,13
1523,13
1524,13
1525,13
1526,13
1527,13
1528,13
1529,13
1530,13
1531,13
1532,13
1533,13
1534,13
1535,13
1536,13
1537,13
1538,13
1539,13
1540,13
1541,13
1542,13
1543,13
1544,13
1545,13
1546,13
1547,13
1548,13
1549,13
1550,13
1551,13
1552,13
1553,13
1554,13
1555,13
1556,13
1557,13
1558,13
1559,13
1560,13
1561,14
1562,14
1563,14
1564,14
1565,14
1566,14
1567,14
1568,14
1569,14
1570,14
1571,14
1572,14
1573,14
1574,14
1575,14
1576,14
1577,14
1578,14
1579,14
1580,14
1581,14
1582,14
1583,14
1584,14
1585,14
1586,14
1587,14
1588,14
1589,14
1590,14
1591,14
1592,14
1593,14
1594,14
1595,14
1596,14
1597,14
1598,14
1599,14
1600,14
1601,14
1602,14
1603,14
1604,14
1605,14
1606,14
1607,14
1608,14
1609,14
1610,14
1611,14
1612,14
1613,14
1614,15
1615,15
1616,15
1617,15
1618,15
1619,15
1620,15
1621,15
1622,15
1623,15
1624,15
1625,15
1626,15
1627,15
1628,15
1629,15
1630,15
1631,15
1632,15
1633,16
1634,16
1635,16
1636,16
1637,16
1638,16
1639,16
1640,16
1641,16
1642,16
1643,16
1644,16
1645,16
1646,16
1647,16
1648,16
1649,16
1650,16
1651,16
1652,88
1653,89
1654,90
1655,91
1656,0
1657,1
1658,2
1659,3
1660,4
1661,5
1662,6
1663,7
1664,8
1665,9
1666,10
1667,11
1668,12
1669,13
1670,14
1671,15
1672,16
1673,17
1674,18
1675,19
1676,20
1677,21
1678,22
1679,23
1680,24
1681,25
1682,26
1683,27
1684,28
1685,29
1686,30
1687,31
1688,32
1689,33
1690,34
1691,35
1692,36
1693,37
1694,38
1695,39
1696,40
1697,41
1698,42
1699,43
1700,44
1701,45
1702,46
1703,47
1704,48
1705,49
1706,50
1707,51
1708,52
1709,53
1710,54
1711,55
1712,56
1713,57
1714,58
1715,59
1716,60
1717,61
1718,62
1719,63
1720,64
1721,65
1722,66
1723,67
1724,68
1725,69
1726,70
1727,71
1728,72
1729,73
1730,74
1731,75
1732,76
1733,77
1734,78
1735,79
1736,80
1737,81
1738,82
1739,83
1740,84
1741,85
1742,86
1743,87
1744,88
1745,89
1746,90
1747,91
1748,0
1749,1
1750,2
1751,3
1752,4
1753,5
1754,6
1755,7
1756,8
1757,9
1758,10
1759,11
1760,12
1761,13
1762,14
1763,15
1764,16
1765,17
1766,18
1767,19
1768,20
1769,21
1770,22
1771,23
1772,24
1773,25
1774,26
1775,27
1776,28
1777,29
1778,30
1779,31
1780,32
1781,33
1782,34
1783,35
1784,36
1785,37
1786,38
1787,39
1788,40
1789,41
1790,42
1791,43
1792,44
1793,45
1794,46
1795,47
1796,48
1797,49
1798,50
1799,51
1800,52
1801,53
1802,54
1803,55
1804,56
1805,57
1806,58
1807,59
1808,60
1809,61
1810,62
1811,63
1812,64
1813,65
1814,66
1815,67
1816,68
1817,69
1818,70
1819,71
1820,72
1821,73
1822,74
1823,75
1824,76
1825,77
1826,78
1827,79
1828,80
1829,81
1830,82
1831,83
1832,84
1833,85
1834,86
1835,87
1836,88
1837,89
1838,90
1839,91
1840,0
1841,1
1842,2
1843,3
1844,4
1845,5
1846,6
1847,7
1848,8
1849,9
1850,10
1851,11
1852,12
1853,13
1854,14
1855,15
1856,16
1857,17
1858,18
1859,19
1860,20
1861,21
1862,22
1863,23
1864,24
1865,25
1866,26
1867,27
1868,28
1869,29
1870,30
1871,31
1872,32
1873,33
1874,34
1875,35
1876,36
1877,37
1878,38
1879,39
1880,40
1881,41
1882,42
1883,43
1884,44
1885,45
1886,46
1887,47
1888,48
1889,49
1890,50
1891,51
1892,52
1893,53
1894,54
1895,55
1896,56
1897,57
1898,58
1899,59
1900,60
1901,61
1902,62
1903,63
1904,64
1905,65
1906,66
1907,67
1908,68
1909,69
1910,70
1911,71
1912,72
1913,73
1914,74
1915,75
1916,76
1917,77
1918,78
1919,79
1920,80
1921,81
1922,82
1923,83
1924,84
1925,85
1926,86
1927,87
1928,88
1929,89
1930,90
1931,91
1932,0
1933,1
1934,2
1935,3
1936,4
1937,5
1938,6
1939,7
1940,8
1941,9
1942,10
1943,11
1944,12
1945,13
1946,14
1947,15
1948,16
1949,17
1950,18
1951,19
1952,20
1953,21
1954,22
1955,23
1956,24
1957,25
1958,26
1959,27
1960,28
1961,29
1962,30
1963,31
1964,32
1965,33
1966,34
1967,35
1968,36
1969,37
1970,38
1971,39
1972,40
1973,41
1974,42
1975,43
1976,44
1977,45
1978,46
1979,47
1980,48
1981,49
1982,50
1983,51
1984,52
1985,53
1986,54
1987,55
1988,56
1989,57
1990,58
1991,59
1992,60
1993,61
1994,62
1995,63
1996,64
1997,65
1998,66
1999,67
2000,68
2001,69
2002,70
2003,71
2004,72
2005,73
2006,74
2007,75
2008,76
2009,77
2010,78
2011,79
2012,80
2013,81
2014,82
2015,83
2016,84
2017,85
2018,86
2019,87
2020,88
2021,89
2022,90
2023,91
2024,0
2025,1
2026,2
2027,3
2028,4
2029,5
2030,6
2031,7
2032,8
2033,9
2034,10
2035,11
2036,12
2037,13
2038,14
2039,15
2040,16
2041,17
2042,18
2043,19
2044,20
2045,21
2046,22
2047,23
2048,24
2049,25
2050,26
2051,27
2052,28
2053,29
2054,30
2055,31
2056,32
2057,33
2058,34
2059,35
2060,36
2061,37
2062,38
2063,39
2064,40
2065,41
2066,42
2067,43
2068,44
2069,45
2070,46
2071,47
2072,48
2073,49
2074,50
2075,51
2076,52
2077,53
2078,54
2079,55
2080,56
2081,57
2082,58
2083,59
2084,60
2085,61
2086,62
2087,63
2088,64
2089,65
2090,66
2091,67
2092,68
2093,69
2094,70
2095,71
2096,72
2097,73
2098,74
2099,75
2100,76
2101,77
2102,78
2103,79
2104,80
2105,81
2106,82
2107,83
2108,84
2109,85
2110,86
2111,87
2112,88
2113,89
2114,90
2115,91
2116,0
2117,1
2118,2
2119,3
2120,4
2121,5
2122,6
2123,7
2124,8
2125,9
2126,10
2127,11
2128,12
2129,13
2130,14
2131,15
2132,16
2133,17
2134,18
2135,19
2136,20
2137,21
2138,22
2139,23
2140,24
2141,25
2142,26
2143,27
2144,28
2145,29
2146,30
2147,31
2148,32
2149,33
2150,34
2151,35
2152,36
2153,37
2154,38
2155,39
2156,40
2157,41
2158,42
2159,43
2160,44
2161,45
2162,46
2163,47
2164,48
2165,49
2166,50
2167,51
2168,52
2169,53
2170,54
2171,55
2172,56
2173,57
2174,58
2175,59
2176,60
2177,61
2178,62
2179,63
2180,64
2181,65
2182,66
2183,67
2184,68
2185,69
2186,70
2187,71
2188,72
2189,73
2190,74
2191,75
2192,76
2193,77
2194,78
2195,79
2196,80
2197,81
2198,82
2199,83
2200,84
2201,85
2202,86
2203,87
2204,88
2205,89
2206,90
2207,91
2208,0
2209,1
2210,2
2211,3
2212,4
2213,5
2214,6
2215,7
2216,8
2217,9
2218,10
2219,11
2220,12
2221,13
2222,14
2223,15
2224,16
2225,17
2226,18
2227,19
2228,20
2229,21
2230,22
2231,23
2232,24
2233,25
2234,26
2235,27
2236,28
2237,29
2238,30
2239,31
2240,32
2241,33
2242,34
2243,35
2244,36
2245,37
2246,38
2247,39
2248,40
2249,41
2250,42
2251,43
2252,44
2253,45
2254,46
2255,47
2256,48
2257,49
2258,50
2259,51
2260,52
2261,53
2262,54
2263,55
2264,56
2265,57
2266,58
2267,59
2268,60
2269,61
2270,62
2271,63
2272,64
2273,65
2274,66
2275,67
2276,68
2277,69
2278,70
2279,71
2280,72
2281,73
2282,74
2283,75
2284,76
2285,77
2286,78
2287,79
2288,80
2289,81
2290,82
2291,83
2292,84
2293,85
2294,86
2295,87
2296,88
2297,89
2298,90
2299,91
2300,0
2301,1
2302,2
2303,3
2304,4
2305,5
2306,6
2307,7
2308,8
2309,9
2310,10
2311,11
2312,12
2313,13
2314,14
2315,15
2316,16
2317,17
2318,18
2319,19
2320,20
2321,21
2322,22
2323,23
2324,24
2325,25
2326,26
2327,27
2328,28
2329,29
2330,30
2331,31
2332,32
2333,33
2334,34
2335,35
2336,36
2337,37
2338,38
2339,39
2340,40
2341,41
2342,42
2343,43
2344,44
2345,45
2346,46
2347,47
2348,48
2349,49
2350,50
2351,51
2352,52
2353,53
2354,54
2355,55
2356,56
2357,57
2358,58
2359,59
2360,60
2361,61
2362,62
2363,63
2364,64
2365,65
2366,66
2367,67
2368,68
2369,69
2370,70
2371,71
2372,72
2373,73
2374,74
2375,75
2376,76
2377,77
2378,78
2379,79
2380,80
2381,81
2382,82
2383,83
2384,84
2385,85
2386,86
2387,87
2388,88
2389,89
2390,90
2391,91
2392,0
2393,1
2394,2
2395,3
2396,4
2397,5
2398,6
2399,7
2400,8
2401,9
2402,10
2403,11
2404,12
2405,13
2406,14
2407,15
2408,16
2409,17
2410,18
2411,19
2412,20
2413,21
2414,22
2415,23
2416,24
2417,25
2418,26
2419,27
2420,28
2421,29
2422,30
2423,31
2424,32
2425,33
2426,34
2427,35
2428,36
2429,37
2430,38
2431,39
2432,40
2433,41
2434,42
2435,43
2436,44
2437,45
2438,46
2439,47
2440,48
2441,49
2442,50
2443,51
2444,52
2445,53
2446,54
2447,55
2448,56
2449,57
2450,58
2451,59
2452,60
2453,61
2454,62
2455,63
2456,64
2457,65
2458,66
2459,67
2460,68
2461,69
2462,70
2463,71
2464,72
2465,73
2466,74
2467,75
2468,76
2469,77
2470,78
2471,79
2472,80
2473,81
2474,82
2475,83
2476,84
2477,85
2478,86
2479,87
2480,88
2481,89
2482,90
2483,91
2484,0
2485,1
2486,2
2487,3
2488,4
2489,5
2490,6
2491,7
2492,8
2493,9
2494,10
2495,11
2496,12
2497,13
2498,14
2499,15
2500,16
2501,17
2502,18
2503,19
2504,20
2505,21
2506,22
2507,23
2508,24
2509,25
2510,26
2511,27
2512,28
2513,29
2514,30
2515,31
2516,32
2517,33
2518,34
2519,35
2520,36
2521,37
2522,38
2523,39
2524,40
2525,41
2526,42
2527,43
2528,44
2529,45
2530,46
2531,47
2532,48
2533,49
2534,50
2535,51
2536,52
2537,53
2538,54
2539,55
2540,56
2541,57
2542,58
2543,59
2544,60
2545,61
2546,62
2547,63
2548,64
2549,65
2550,66
2551,67
2552,68
2553,69
2554,70
2555,71
2556,72
2557,73
2558,74
2559,75
2560,76
2561,77
2562,78
2563,79
2564,80
2565,81
2566,82
2567,83
2568,84
2569,85
2570,86
2571,87
2572,88
2573,89
2574,90
2575,91
2576,0
2577,1
2578,2
2579,3
2580,4
2581,5
2582,6
2583,7
2584,8
2585,9
2586,10
2587,11
2588,12
2589,13
2590,14
2591,15
2592,16
2593,17
2594,18
2595,19
2596,20
2597,21
2598,22
2599,23
2600,24
2601,25
2602,26
2603,27
2604,28
2605,29
2606,30
2607,31
2608,32
2609,33
2610,34
2611,35
2612,36
2613,37
2614,38
2615,39
2616,40
2617,41
2618,42
2619,43
2620,44
2621,45
2622,46
2623,47
2624,48
2625,49
2626,50
2627,51
2628,52
2629,53
2630,54
2631,55
2632,56
2633,57
2634,58
2635,59
2636,60
2637,61
2638,62
2639,63
2640,64
2641,65
2642,66
2643,67
2644,68
2645,69
2646,70
2647,71
2648,72
2649,73
2650,74
2651,75
2652,76
2653,77
2654,78
2655,79
2656,80
2657,81
2658,82
2659,83
2660,84
2661,85
2662,86
2663,87
2664,88
2665,89
2666,90
2667,91
2668,0
2669,1
2670,2
2671,3
2672,4
2673,5
2674,6
2675,7
2676,8
2677,9
2678,10
2679,11
2680,12
2681,13
2682,14
2683,15
2684,16
2685,17
2686,18
2687,19
2688,20
2689,21
2690,22
2691,23
2692,24
2693,25
2694,26
2695,27
2696,28
2697,29
2698,30
2699,31
2700,32
2701,33
2702,34
2703,35
2704,36
2705,37
2706,38
2707,39
2708,40
2709,41
2710,42
2711,43
2712,44
2713,45
2714,46
2715,47
2716,48
2717,49
2718,50
2719,51
2720,52
2721,53
2722,54
2723,55
2724,56
2725,57
2726,58
2727,59
2728,60
2729,61
2730,62
2731,63
2732,64
2733,65
2734,66
2735,67
2736,68
2737,69
2738,70
2739,71
2740,72
2741,73
2742,74
2743,75
2744,76
2745,77
2746,78
2747,79
2748,80
2749,81
2750,82
2751,83
2752,84
2753,85
2754,86
2755,87
2756,88
2757,89
2758,90
2759,91
2760,0
2761,1
2762,2
2763,3
2764,4
2765,5
2766,6
2767,7
2768,8
2769,9
2770,10
2771,11
2772,12
2773,13
2774,14
2775,15
2776,16
2777,17
2778,18
2779,19
2780,20
2781,21
2782,22
2783,23
2784,24
2785,25
2786,26
2787,27
2788,28
2789,29
2790,30
2791,31
2792,32
2793,33
2794,34
2795,35
2796,36
2797,37
2798,38
2799,39
2800,40
2801,41
2802,42
2803,43
2804,44
2805,45
2806,46
2807,47
2808,48
2809,49
2810,50
2811,51
2812,52
2813,53
2814,54
2815,55
2816,56
2817,57
2818,58
2819,59
2820,60
2821,61
2822,62
2823,63
2824,64
2825,65
2826,66
2827,67
2828,68
2829,69
2830,70
2831,71
2832,72
2833,73
2834,74
2835,75
2836,76
2837,77
2838,78
2839,79
2840,80
2841,81
2842,82
2843,83
2844,84
2845,85
2846,86
2847,87
2848,88
2849,89
2850,90
2851,91
2852,0
2853,1
2854,2
2855,3
2856,4
2857,5
2858,6
2859,7
2860,8
2861,9
2862,10
2863,11
2864,12
2865,13
2866,14
2867,15
2868,16
2869,17
2870,18
2871,19
2872,20
2873,21
2874,22
2875,23
2876,24
2877,25
2878,26
2879,27
2880,28
2881,29
2882,30
2883,31
2884,32
2885,33
2886,34
2887,35
2888,36
2889,37
2890,38
2891,39
2892,40
2893,41
2894,42
2895,43
2896,44
2897,45
2898,46
2899,47
2900,48
2901,49
2902,50
2903,51
2904,52
2905,53
2906,54
2907,55
2908,56
2909,57
2910,58
2911,59
2912,60
2913,61
2914,62
2915,63
2916,64
2917,65
2918,66
2919,67
2920,68
2921,69
2922,70
2923,71
2924,72
2925,73
2926,74
2927,75
2928,76
2929,77
2930,78
2931,79
2932,80
2933,81
2934,82
2935,83
2936,84
2937,85
2938,86
2939,87
2940,88
2941,89
2942,90
2943,91
2944,0
2945,1
2946,2
2947,3
2948,4
2949,5
2950,6
2951,7
2952,8
2953,9
2954,10
2955,11
2956,12
2957,13
2958,14
2959,15
2960,16
2961,17
2962,18
2963,19
2964,20
2965,21
2966,22
2967,23
2968,24
2969,25
2970,26
2971,27
2972,28
2973,29
2974,30
2975,31
2976,32
2977,33
2978,34
2979,35
2980,36
2981,37
2982,38
2983,39
2984,40
2985,41
2986,42
2987,43
2988,44
2989,45
2990,46
2991,47
2992,48
2993,49
2994,50
2995,51
2996,52
