RatingID,UserID,RID,Rating
100561,11402,561,1
100562,11544,562,1
100563,11782,563,5
100564,11276,564,2
100565,11268,565,4
100566,11437,566,1
100567,11152,567,2
100568,11290,568,4
100569,11897,569,1
100570,11893,570,2
100571,11634,571,3
100572,11442,572,3
100573,11826,573,2
100574,11444,574,3
100575,11854,575,1
100576,11875,576,4
100577,12096,577,4
100578,11498,578,5
100579,11359,579,5
100580,11852,580,2
100581,11123,581,5
100582,11832,582,2
100583,11667,583,1
100584,11549,584,5
100585,11581,585,5
100586,11532,586,2
100587,11892,587,1
100588,11262,588,2
100589,11891,589,2
100590,11775,590,4
100591,11538,591,3
100592,12023,592,1
100593,11340,593,4
100594,11799,594,2
100595,11359,595,1
100596,11652,596,3
100597,11817,597,1
100598,11344,598,2
100599,11547,599,3
100600,11549,600,5
100601,11162,601,5
100602,12026,602,3
100603,11438,603,4
100604,12068,604,3
100605,11791,605,5
100606,11393,606,4
100607,11245,607,4
100608,11861,608,3
100609,11111,609,5
100610,11894,610,5
100611,11501,611,1
100612,11575,612,1
100613,11914,613,5
100614,11936,614,5
100615,12075,615,3
100616,12010,616,5
100617,11266,617,1
100618,11940,618,1
100619,11285,619,2
100620,11577,620,3
100621,11436,621,4
100622,12025,622,1
100623,11794,623,3
100624,11224,624,4
100625,11210,625,3
100626,11919,626,4
100627,11472,627,5
100628,11584,628,3
100629,11479,629,1
100630,12072,630,5
100631,11776,631,4
100632,11215,632,2
100633,11929,633,5
100634,11904,634,1
100635,11211,635,2
100636,11285,636,2
100637,11369,637,2
100638,11170,638,3
100639,11643,639,2
100640,11218,640,4
100641,11857,641,2
100642,11314,642,1
100643,11389,643,2
100644,11848,644,4
100645,11483,645,5
100646,11284,646,3
100647,11478,647,5
100648,11955,648,5
100649,11272,649,5
100650,12084,650,5
100651,11174,651,1
100652,11124,652,2
100653,12032,653,1
100654,11942,654,4
100655,11601,655,1
100656,11710,656,5
100657,11869,657,1
100658,11840,658,2
100659,11312,659,2
100660,12077,660,3
100661,11771,661,5
100662,11200,662,5
100663,11501,663,4
100664,11361,664,3
100665,11272,665,2
100666,11136,666,5
100667,11767,667,1
100668,12084,668,1
100669,11857,669,4
100670,11944,670,3
100671,11237,671,5
100672,11324,672,1
100673,11140,673,1
100674,11802,674,5
100675,11878,675,4
100676,11956,676,2
100677,11161,677,2
100678,12089,678,5
100679,12015,679,3
100680,11842,680,1
100681,11366,681,4
100682,11633,682,5
100683,11563,683,3
100684,11261,684,5
100685,11364,685,5
100686,12013,686,2
100687,11320,687,1
100688,11497,688,1
100689,11849,689,1
100690,11721,690,3
100691,11157,691,5
100692,11594,692,3
100693,11863,693,1
100694,11564,694,4
100695,11611,695,3
100696,11295,696,1
100697,11732,697,3
100698,11556,698,1
100699,11532,699,5
100700,11821,700,3
100701,12083,701,4
100702,11745,702,5
100703,11121,703,2
100704,11164,704,4
100705,11911,705,1
100706,11693,706,1
100707,11696,707,5
100708,11853,708,2
100709,11706,709,2
100710,11363,710,1
100711,11182,711,1
100712,12076,712,3
100713,11342,713,2
100714,11488,714,5
100715,11400,715,3
100716,11866,716,2
100717,11434,717,4
100718,11688,718,4
100719,11991,719,1
100720,11273,720,1
100721,11887,721,3
100722,11450,722,5
100723,11754,723,4
100724,11788,724,4
100725,11832,725,4
100726,11394,726,1
100727,11229,727,1
100728,11775,728,4
100729,11719,729,3
100730,11955,730,4
100731,11413,731,3
100732,11416,732,4
100733,11869,733,5
100734,11156,734,1
100735,11857,735,1
100736,11448,736,1
100737,11593,737,1
100738,11829,738,1
100739,11130,739,2
100740,11758,740,4
100741,11162,741,3
100742,11821,742,5
100743,11940,743,2
100744,11389,744,4
100745,11840,745,3
100746,11446,746,1
100747,11907,747,2
100748,11382,748,2
100749,11322,749,4
100750,12010,750,4
100751,11868,751,3
100752,11270,752,5
100753,11619,753,4
100754,11874,754,2
100755,11711,755,3
100756,11432,756,2
100757,11183,757,4
100758,11932,758,5
100759,11954,759,3
100760,11121,760,4
100761,11266,761,1
100762,11492,762,2
100763,11799,763,2
100764,11659,764,2
100765,11443,765,5
100766,11672,766,1
100767,11718,767,5
100768,11162,768,5
100769,11370,769,3
100770,11380,770,4
100771,11889,771,3
100772,11331,772,5
100773,11244,773,3
100774,11901,774,4
100775,11259,775,3
100776,11662,776,4
100777,11939,777,4
100778,11336,778,1
100779,11768,779,3
100780,11721,780,3
100781,11513,781,2
100782,11942,782,5
100783,11883,783,3
100784,11262,784,1
100785,11148,785,4
100786,11886,786,5
100787,11896,787,2
100788,11868,788,3
100789,11606,789,1
100790,11892,790,2
100791,11248,791,1
100792,11512,792,3
100793,11812,793,2
100794,11472,794,3
100795,11189,795,4
100796,11972,796,2
100797,11984,797,5
100798,11126,798,1
100799,11270,799,2
100800,11898,800,5
100801,11879,801,5
100802,11472,802,4
100803,12099,803,4
100804,11620,804,3
100805,11250,805,5
100806,11434,806,2
100807,11421,807,4
100808,11863,808,2
100809,11349,809,4
100810,11733,810,3
100811,12059,811,5
100812,11481,812,3
100813,11543,813,2
100814,11117,814,5
100815,11807,815,2
100816,11563,816,5
100817,11941,817,5
100818,11762,818,5
100819,12025,819,3
100820,11199,820,3
100821,11642,821,1
100822,11637,822,3
100823,11275,823,5
100824,11246,824,5
100825,11370,825,3
100826,11900,826,5
100827,11869,827,1
100828,11303,828,3
100829,11623,829,1
100830,11226,830,1
100831,11508,831,3
100832,11593,832,1
100833,11681,833,3
100834,11317,834,2
100835,11839,835,1
100836,11645,836,2
100837,11312,837,1
100838,11871,838,3
100839,12028,839,5
100840,11732,840,5
100841,11400,841,2
100842,11402,842,2
100843,11453,843,2
100844,11118,844,4
100845,11404,845,4
100846,11380,846,2
100847,11850,847,1
100848,11478,848,2
100849,11129,849,3
100850,11910,850,2
100851,12078,851,1
100852,11937,852,1
100853,12041,853,4
100854,11982,854,2
100855,11880,855,5
100856,11973,856,3
100857,11981,857,4
100858,11657,858,4
100859,11659,859,5
100860,11589,860,5
100861,11436,861,4
100862,11376,862,3
100863,11619,863,5
100864,11354,864,2
100865,11955,865,5
100866,11383,866,4
100867,12097,867,2
100868,12060,868,2
100869,11114,869,2
100870,11296,870,5
100871,11308,871,1
100872,11486,872,3
100873,11173,873,3
100874,11651,874,4
100875,11738,875,4
100876,12043,876,2
100877,11909,877,5
100878,12053,878,3
100879,11822,879,3
100880,11384,880,2
100881,11188,881,3
100882,11449,882,5
100883,11672,883,4
100884,11594,884,3
100885,11422,885,2
100886,12101,886,3
100887,11197,887,5
100888,12030,888,1
100889,11601,889,4
100890,11437,890,3
100891,11895,891,2
100892,11782,892,5
100893,11752,893,5
100894,11989,894,2
100895,11420,895,1
100896,11478,896,4
100897,11414,897,2
100898,11559,898,2
100899,11280,899,4
100900,11186,900,4
100901,12056,901,3
100902,11387,902,3
100903,11277,903,5
100904,11997,904,1
100905,12066,905,5
100906,11638,906,3
100907,11374,907,1
100908,11365,908,2
100909,11541,909,4
100910,11642,910,2
100911,11454,911,3
100912,11334,912,4
100913,11394,913,4
100914,11688,914,4
100915,12048,915,3
100916,11954,916,2
100917,12094,917,4
100918,11944,918,1
100919,12012,919,3
100920,11414,920,4
100921,11939,921,1
100922,11551,922,4
100923,11805,923,4
100924,11385,924,3
100925,11410,925,3
100926,11764,926,2
100927,11951,927,4
100928,11957,928,3
100929,11243,929,3
100930,11614,930,4
100931,11441,931,1
100932,11425,932,1
100933,11298,933,5
100934,11618,934,4
100935,11203,935,4
100936,12033,936,1
100937,11368,937,2
100938,11998,938,2
100939,11702,939,1
100940,11832,940,5
100941,11488,941,1
100942,11818,942,5
100943,11416,943,2
100944,11161,944,1
100945,11622,945,2
100946,11857,946,5
100947,11560,947,3
100948,11382,948,1
100949,11255,949,4
100950,11893,950,4
100951,11642,951,4
100952,12036,952,5
100953,11167,953,3
100954,11322,954,5
100955,11989,955,1
100956,12028,956,4
100957,11506,957,2
100958,11298,958,2
100959,11552,959,5
100960,11670,960,2
