ReviewID,UserID,RestaurantID,Content,ReveiwDate,Upvote,downvote
2041,41,1041,"My favorites are the original glazed and the chocolate iced glazed.  I always get the donut holes, you get a dozen for $3-$4, and they...  Yummy fried circular dough slathered in sugar,‚Ä?
Boy is it hard to find good pho in Gainesville.  The gyoza had a great ginger soy dipping sauce.  Comes with all the usual accompaniments (bean sprouts",5/15/2009,141,71
2042,42,1042,"The sweet potato enchiladas as awesome.  The poppy seed dressing they make for this salad is heavenly.  ...French toast, southwestern black beans and rice,and the scrambled...",9/22/2010,142,72
2043,43,1043,Grilled cheese w/ bacon & butternut squash soup.  I had the ginger duck sandwich and it was MMMM MMM GOOOOD.  ...is the prosciutto mozzarella sandwich and the watermelon salad.,4/26/2008,143,73
2044,44,1044,Discount tire is a great place to go for a new set of tires or a rotation. They're low pressure sales crew is very helpful and though they're usually pretty busy they still get you in and out‚Ä?,2/22/2013,144,74
2045,45,1045,"Went here with my family and I am a huge mexican food fan.  Other notable sauces were the boom boom, and creamy Jalapeno.  Boom boom sauce makes everything delicious.",5/30/2010,145,75
2046,46,1046,"Wine and cheese is served promptly every afternoon.  The grounds: beautiful, with a pool and jacuzzi.  They have two Victorian homes and multiple bungalows.",12/16/2007,146,76
2047,47,1047,"Then choose whether you want it cold, hot, or pressed.  Note *Cash Only.  ...off with provolone cheese, sweet peppers, hot peppers, banana peppers...",5/5/2010,147,77
2048,48,1048,"...beef, minute pork pieces, melted pimento cheese, and crispy bacon.  ...peach pie which was AMAZING with their homemade vanilla ice cream.  As for the food the Fried Chicken, Blue Gill‚Ä?
and they have the BEST kale chips EVER.  They have vegan options",1/24/2012,148,78
2049,49,1049,"This place is classic. It tops the charts because there's no other place in town that can compete with it. It's a historical landmark, for pete's sake! But seriously, every show I've been to‚Ä?
And",11/14/2011,149,79
2050,50,1050,"Definitely try the Kawaii roll -- it's wrapped in cucumber.  Course I love DragonFly, but honestly, Matsuri is just as good.  Any salad with that killer ginger dressing.",2/26/2009,150,30
2051,51,1051,Awesome. Delicious. Fast.   I got the Arepa Machada and my hubs got the chorizo. Both were excellent. The fresh juice was also fanatic. We split an order of plantains and we were not‚Ä?,4/2/2009,151,31
2052,52,1052,"...after (and yes, you can bring your own mug and get one ""for the road.  Great stop for a great cup of coffee.  The coffee and the espresso here are first rate.",11/10/2010,152,32
2053,53,1053,"The whole wheat deep dish pizza here is delicious.  ...try the garlic knots that are literally swimming in garlic butter.  ...the veggie on whole wheat, the bacon and broccoli, and the‚Ä?
...are top notch",11/30/2008,153,33
2054,54,1054,"The best was the Italian espresso cake as it was light and not too...  ...Bert's other restaurants as well, New Deal Cafe (right next door) and...  We ordered zucchini latkes and braised‚Ä?
I pretty much always get a wheat bagel + honey walnut cream cheese.  Also",11/22/2007,154,34
2055,55,1055,I truly love the pizza and pick one up on my way home as a special...  they use real garlic and real extra virgin olive oil whoooohoooo.  We were served fresh baked foccia bread with‚Ä?,4/6/2010,155,35
2056,56,1056,"...gotta love the old school drive through, seating area, and friendly...  Good food, low prices, friendly staff, outdoor seating.  Love their taco meat which makes me love their tacos.",3/8/2009,156,36
2057,57,1057,"Apple fritters with caramel dipping sauce is the absolute bomb.  Paired with a side of strawberry yogurt for dipping.  Flying Biscuit is still my favorite, but Peach Valley is a close...",7/14/2007,157,37
2058,58,1058,"...old world, and coolers full of artisanal cheeses behind the counter.  Today I had #12- roast beef  & Rondelle on French baguette with chips...  I am a big fan of their soups and love‚Ä?
I recommend the red bean ice cream.  Their spinach and tofu soup is a delicate and light way to start your...  ...are spicy cream shrimp and pan seared tuna with hot chili sauce.
But i highly suggest this place for all burger fans.  The burgers are juicy and the toppings are always fresh.  ...the simple menu (similar to In-N-Out) will have you wondering what...
The grits are hands-down the best I've ever had.  It's all about that French toast and delicious sauce.  The chicken sausage was a little spicy",2/24/2012,158,38
2059,59,1059,"The Big Nose, Stumpknocker & Midnight Oil are all excellent.  My favorite is Wild Night, a honey cream ale.  I've now tried all of the year round beers at Swamp Head.",8/26/2008,159,39
2060,60,1060,PRO TIP: They have a wall of hot sauces for your meal.  This place has awesome bagel sandwiches.  spinach asiago charlie- knish w an egg or 2 and cheese on top.,6/23/2010,160,40
2061,61,1061,"...friendly service, overly crowded, fun live music, reasonable prices.  My fav order is  pitchers of Harp on tap.  They often times have live music and a pool table in the back.",10/20/2011,161,41
2062,62,1062,"the gator was so delicious, moist and breaded to perfection.  ...and carnivorous choices abound - including vegan queso dip.  And 2) The margaritas are outstanding, easily the best in‚Ä?
...a 1/2 slab of ribs:  the ribs melted off the bone and were delicious.  Love the peanuts",5/27/2009,162,42
2063,63,1063,...and so much better than any other ribs I've had in town that I can't...  Excellent BBQ from one of Gainesville's many trailer BBQs.  The ribs were fall-off-the-bone tender while still‚Ä?,6/26/2007,163,43
2064,64,1064,"complaint: where are the banh mi sammies.  Bun bo hue and bo kho is excellent.  We would stop here, if possible, each time we pass through G-ville.",11/28/2009,164,44
2065,65,1065,"...we enjoyed deep-fried bacon-wrapped scallops (topped with mango...  Mashed potatoes and creamed spinach were fresh.  The mashed potatoes and salads were also very, very good.",1/5/2009,165,45
2066,66,1066,We went back tonight with our friends from the NHRA Gator national races.  I told everyone how great the food was.  I called earlier and within minutes they were able to set up a table for 18‚Ä?,3/1/2011,166,46
2067,67,1067,"...this place, and it's definitely the best sports bar in gainesville.  We had wings and sweet potato fries and they were great.  ...but the rest of the time it is a perfect place to‚Ä?
Plus",2/25/2008,167,47
2068,68,1068,"Order the symphony roll and you will not be disappointed.  ...well maintained, not as trendy as Dragonfly, but don't let that throw...  Fresh salmon, cream cheese, crab, scallions, and‚Ä?
And a fun selection of cheeses.  Their staff is super knowledgeable about the products they carry.  I never get my wine & liquor anywhere else.
and sure",12/16/2008,168,48
2069,69,1069,"...for all of us gamers out there along with board games for the others.  I've only been here once so far, but I loved it.  ...have such daily specials as: Tankard Tuesday (Yes they‚Ä?
...cheap wine",12/24/2010,169,49
2070,70,1070,"I am also a big fan of their waffle fries.  ...staff who always respond ""my pleasure"" when you say thank you.  The sweet tea is the best, as well as the lemonade.",2/21/2011,170,50
2071,71,1071,"I have been here three times now and each visit was awesome.  The students are well trained and provide a great massage.    Seriously, I've had professional massages that were not as relaxing‚Ä?
Mel is great!  Every time I visit her",7/15/2012,171,51
2072,72,1072,"Ashley was very good. I had a deep tissue massage, one hour, and I felt great afterward. Wonderful facility, comfortable bed, soothing music, and cold water and candy after. Definitely worth a‚Ä?
I highly recommend the steak poutine and the shrimp and grits.  We started with the poutine (regular and vegetarian) and both were...  First",8/8/2008,172,52
2073,73,1073,Shrimp Rice Paste = The best we've tried anywhere.  Very small operation hidden in Haile Plantation that turns out some...  Pan fried pork and scallion dumplings - absolutely delicious.,10/3/2011,173,53
2074,74,1074,that was one of the best french toast  I have ever had.  i love you guys and your garlic knots.  ...buffet had a variety of vegetarian dishes and smoked and baked salmon.,3/6/2012,174,54
2075,75,1075,Tried their goat cheese and chicken sandwich today and it was...  Monte Cristo was delicious and the custard is good too.  I suggest the chicken salad sandwich.,2/9/2008,175,55
2076,76,1076,"...of many Chinese favorites including hot pot and lots of super rare...  Wontons in Chili Oil (my favorite dish), sometimes called ""Spicy...  Snow Pea Leaves with Garlic or Ong Choi‚Ä?
The Bang Bang Shrimp is amazing as always.  The Mango Salsa won my tastebuds.  They also have great sauces",9/28/2011,176,56
2077,77,1077,"I always split the chicken and dumplings with my sister or mom.  I love the biscuits and honey, so delicious.  ...Barrel is good for a healthy portion of comfort food at a good price.",2/8/2011,177,57
2078,78,1078,"Got a tattoo here a few months ago; a night/day tree done by Mike Salay.  The shop is clean and comfortable; as soon as I entered the first time, I was treated very politely and in a friendly‚Ä?
...pancakes or lots of their many yummy sounding french toast options.  ...table got diner classics like corned beef hash",9/13/2012,178,58
2079,79,1079,Chef Andy was friendly and attentative.  For dessert I had flan -  which was absolutely delicious.  The house salad is so tasty - is it the olive oil.,9/13/2012,179,59
2080,80,1080,"The tender adobo fell off the bone and was extremely flavorful.  We will be going back to try the Halo Halo.  Mostly a lunch only place, and they start serving around 11:00.",6/20/2007,180,60
2081,81,1081,"Anywho, the bar has a nice self serve setup.  Overall, this place is a great addition to downtown Gainesville.  ...trying the different wines without the commitment to a full glass.",10/24/2007,181,61
2082,82,1082,"The delivery is always super fast, great service, but I have to warn...  I think their pepperoni and onion pie is consistently awesome and...  ...really good even though their garlic‚Ä?
This was the absolute best corn dog I have ever had end-of-story.  Roasted in duck fat and fried with whole cloves of garlic.  Avocado Fries- absolutely amazing.
It's probably one of the best coffee shops out there. My friends and I can always depend on great",11/20/2008,182,62
2083,83,1083,"They have the best cakes, and pastries in town.  Their chocolate & almond bread pudding is amazing.  Kids loved their cupcakes and their chocolate chip cookies.",4/7/2010,183,63
2084,84,1084,Thank you Betsy for the prettiest day of my life.  She created an intimate and gorgeous atmosphere for my wedding.  My  maid of honor loved her bouquet so much that she carried it for...,11/14/2009,184,64
2085,85,1085,"Double double is greasy, delicious goodness.  ...daily specials, and I try to make it on $1.89 bacon cheeseburger day.  The burgers are amazingly delicious and juicy.",10/3/2009,185,65
2086,86,1086,"I am a long time fan of Mildred's (been going since it opened), but...  The burgers are outstanding and the portions are extremely generous.  I love the basket (bucket) of fries with‚Ä?
The menu isn't overly appealing but had a variety which gave this vegetarian a couple of good choices. My husband ordered the saut√©ed mushroom black bean burger and I ordered the quesadilla‚Ä?
Best part of this place is the hot sauce bar with so many choices.  U have also gotta try their flautas.  Crushed ice in the drinks is pretty awesome as well.
When the spouse and I last lived in Gainesville",12/3/2007,186,66
2087,87,1087,"Great selection of craft and imported beer at fair price.  ...Beverage was the go to spot for liquor, kegs, six packs or Belgians.",3/4/2010,187,67
2088,88,1088,"Everything was very good, the bananas foster was exciting.  The Ahi Tuna roll is my favorite.  Definitely worth a try if you are not a sushi ""purist.",1/28/2010,188,68
2089,89,1089,First wok is probably the best Chinese take-out in Gainesville.  ...after a few bites and the vegetable fried rice was full of fresh and...  ...don't have scallion pancakes or‚Ä?,6/28/2008,189,69
2090,90,1090,Good food great beer and they even have gluten-free options.  I've never had a great deep dish pizza there.  I especially like the chicken dumplings and the ahi poke.,5/13/2011,190,70
2091,91,1091,This place makes a hell of a Bloody Mary.  ...into the space long occupied by Market Street Pub and while the Pub...  Beer selection is evolving and moving towards all domestic‚Ä?,8/8/2007,191,71
2092,92,1092,"They have awesome sweet potato fries, salads, and burgers.  Gator spirit definitely strong at The Swamp.  Definitely the quintessential UF place to eat.",9/12/2009,192,72
2093,93,1093,"They get five stars for the smoked Wahoo fish dip alone.  The smoked salmon they make is to DIE for.  ...beef is pretty awesome too, even though it is frozen most of the time.",5/9/2011,193,73
2094,94,1094,I have always had a great time and the bartenders look after you.  Love karaoke night on Wednesday; so many song choices.  ...they'll serve food: there's a always popcorn in an old time‚Ä?,5/26/2007,194,74
2095,95,1095,"With, as I said, its own liquor store.  ...of this store is particularly nice, especially the deli counter.  The employees are always friendly and nice.",6/14/2009,195,75
2096,96,1096,"Make custom cupcakes with flavors like wasabi and cotton candy.  Get creative, try vegan and gluten-free options.  ...chocolate filling and amaretto rose frosting with candy rose‚Ä?
I'd recommend buying coffee from the Starbucks 20 yds.  Great outdoor seating",3/17/2011,196,76
2097,97,1097,"The won tons are great and I love the Peking Duck.  Awesome turnip cakes, dumplings, lo mai gai, and shumai.  Eric was very nice and I wish his family all the best.",7/26/2007,197,77
2098,98,1098,"Sometimes you just feel like a nice good juicy burger.  Ask for grilled onions, you get grilled onions, asked for grilled...  ...we were both reminded of In-N-Out, which is the highest‚Ä?
Baked cheese grits: Delicious",4/1/2010,198,78
2099,99,1099,Start out with their sinfully good garlic rolls.  Our thin crust pizza was so good we devoured 3 each before even...  Piesanos is our favorite neighborhood restaurant.,12/15/2010,199,79
2100,100,1100,"Once I left home for a summer internship in Gainesville, I KNEW I needed a haircut. Badly. I also thought of possibly getting highlights for the first time (which I've been meaning to do for‚Ä?
If you're a college student this is a great place.  Love the jukebox",11/16/2009,100,30
2101,101,1101,"Delicious coffee, friendly staff, AND a drive-thru.  Wifi and a couple public computers, quieter side room for studying...  ...variety of flavors and baked goods, unique and mellow‚Ä?
We also shared the Irish egg rolls and both enjoyed them.  I have tried the lemon basil pasta",5/22/2012,101,31
2102,102,1102,"The burrito bowl is yummy and saves the calories of the tortilla.  It is conveniently located across from campus.  ...I fell in love in a sleepy college town in northern Florida, then‚Ä?
EXCELLENT artistry.  I have had work done at the other FIVE STAR rated shop in G'ville. I like my tattoo from there.  What makes BODYTECH different/BETTER is EVERYONE is friendly and helpful.‚Ä?
Go for the bacon stuffed french toast",1/18/2009,102,32
2103,103,1103,"Enormous sandwiches and awesome salad bar.  and never leave without some frozen yogurt.  ...classic style with Ham and Salami, provolone, and the famous olive...",7/21/2011,103,33
2104,104,1104,"If you want to indulge yourself with a great experience, meet Duane and his staff at Tecnicolors.  Lovely decor, Duane's sense of style and design follows through from his services to the look‚Ä?
Quadee rumble till I die.  Great staff",7/4/2009,104,34
2105,105,1105,"...at Hiro has to be the Fried Mantou buns covered in condensed milk.  ...was under $20 for 2 sandwiches and cheesy bread which is a great deal.  ...staff far exceeded my expectations,‚Ä?
I went last month and had a great experience! It was so great that I sent my roommate there a couple weeks later.  I was going from a light light blonde to a brown/blonde and my roommate was‚Ä?
Now that I've moved and switched vets I appreciate much more the true jewel this place is. They treat you like family (not the awkward extended once a year kind) and really love your pets as‚Ä?
My sister got the Buddha salad and omg- it looked amazing.  ...match tied together by pepper jack cheese pressed on pretzel bread.  She had a Wilbur",7/30/2007,105,35
2106,106,1106,"Although I'm pretty lax when it comes to haircuts, I've avoided getting my hair done in Gainesville because of so many terrible experiences with stylists who had no idea what to do when they‚Ä?
I tried their wings grilled",6/11/2007,106,36
2107,107,1107,Great haircuts at a great price. Staff was friendly and knowledgeable. Prices were also very reasonable.,8/30/2011,107,37
2108,108,1108,"I've been here twice now, once for my first bikini wax, and then again about 2 weeks later for full legs and underarms.  I had a great experience both times. I've had plenty of waxwings in the‚Ä?
When I walk into the main entrance of The Harn",8/29/2012,108,38
2109,109,1109,"I end up getting the Ga Bi -  Prime short ribs.  Impressed with their fast service and good specials.  ...a few of the typical Korean side dishes with my box - kimchi, spicy...",4/11/2008,109,39
2110,110,1110,"Chips are fantastic and warm, salsa is fresh, heavy on tomatoes.  Fried ice cream is a nice finish to the meal, nice and crispy.  My husband gets the tacos and I get cheese enchiladas.",1/22/2009,110,40
2111,111,1111,Lili is amazing and adorable. She has the hands of a hobbit and the heart of a humpback. Fun fact: humpback whales have hearts the size of a small car.  I've had many shirts taken in here and‚Ä?,11/12/2012,111,41
2112,112,1112,"I love this bike shop.    Down to earth gear heads, cool goods to buy and won't try to sell you things you don't need.  Paul is a super sweet guy too.",9/28/2012,112,42
2113,113,1113,"...extra dollars you can go back for more and make it a ""bottomless bowl.  ...so we're rather picky about protein and it's storage and cooking.  I always go with the udon noodles and‚Ä?
Hot sauce bar is great.  Funky decor",8/11/2010,113,43
2114,114,1114,There are velvet paintings and the most awesome movies playing on the...  By far my favorite venue out of all the venues in town.  ...consists of well-known songs that are remixed and‚Ä?,3/27/2012,114,44
2115,115,1115,Double tasty with cheese + peanut butter + jalapenos = awesomeness.  They cook it right in front of you and you can put whatever sauce and...  Best burger I have tasted in G-ville‚Ä?,8/4/2009,115,45
2116,116,1116,"...I tried were the peanut butter and banana waffle topped with fresh...  ...after I ate the sweet potato waffle with the fresh blueberry topping...  ...such as tofu, egg whites, egg‚Ä?
Can't lose if you like really good burgers.  It was so juicy and cooked perfectly.  ...blast",1/15/2009,116,46
2117,117,1117,"They have great food and their homemade sangria is out of this world.  ...dessert we split the nutella panini  with almonds - OH YES, PLEASE.  ...seasoned and came with a side of roasted‚Ä?
They have excellent crushed ice",10/13/2009,117,47
2118,118,1118,"Captain Jack's Buried Treasure for dessert.  I recommend the Big Red sandwich.  The wings, zingers, burgers, and sandwiches have all been hits for me.",2/6/2013,118,48
2119,119,1119,"I'm partial to the ribs, and the boy always gets the pulled pork.  Their sweet tea and garlic bread were amazing.  The ribs are delicious and the sweet tea is legit.",6/1/2010,119,49
2120,120,1120,Came to Gainesville for a football game and wanted to get a work out in while on my stay.  Came across Alter Ego Fitness.  A fantastic choice.  1.  Website - great information...very helpful!‚Ä?,3/3/2012,120,50
2121,121,1121,The appetizers are always delicious.  ...gluten-free menu is amazing based upon the Outback menu (same company.,11/1/2012,121,51
2122,122,1122,"My favorite dentist I've been to by far. While Reade was offended by the perceived lack of professionalism, I love it. I call it personable. I've had all kinds of different discussions there‚Ä?
Adobe chicken is excellent and my favorite.  ...chips with every order (similar to Moe's) and they're excellent.  ...great promotions for the town",10/11/2010,122,52
2123,123,1123,I order the weekly meals and they are consistently delicious.  ...from those that we saved the quinoa salad to have for lunch on the...  ...cheese made from scratch) vegan chick'n‚Ä?,8/20/2010,123,53
2124,124,1124,"I love the Bananas Foster, Key Lime Pie, Apple Pie, S'mores, and...  maple bacon (tastes like breakfast.  A little hole in the wall hidden in California Chicken Grill.",2/3/2011,124,54
2125,125,1125,The tacos carne Asada and Al pastor are excellent.  Amazing Mexican food that even surpasses La Tienda.  They make their own tortillas which were amazing.,3/7/2009,125,55
2126,126,1126,This is a great chocolate shop and to my knowledge Gainesville's only.  The staff is amazing!  They are super friendly and will answer any questions you have.  I have been in mulitple times‚Ä?,6/13/2007,126,56
2127,127,1127,This is a great place to get a hair cut.  I've been going to Randy's for a couple of months and really like all three of the barbers.  It's starting to get busier so a lot of times you need an‚Ä?,12/4/2007,127,57
2128,128,1128,What happens when you don't get your pistachio baklava fix while overseas? You turn to yelp and find the nearest shop that's still open at 8:30pm and hope they have some. I mean it's the‚Ä?,2/23/2011,128,58
2129,129,1129,"Ok, first of all. The actual service that Grooveshark provides is amazing. Simply amazing.  I use both the web browser based (daily music broadcast) platform as well as the paid mobile‚Ä?
So...I'm a guy",2/25/2009,129,59
2130,130,1130,"Few times in my life will I give a steakhouse and a dive bar of this capacity the same rating of five stars.   This is not the bar you bring a date to, nor the bar you go if you're craving a‚Ä?
They have an outdoor pool that looked very well maintained",11/19/2011,130,60
2131,131,1131,"With a skate park, dog park, playground, soccer goals and open fields this park is pretty awesome. There are a few hidden gems but I won't mention them here.",11/29/2011,131,61
2132,132,1132,"Simons is the newest, sexiest, most no-bullshit, you-get-what-you-pay-for, high-end nightlife experience in Gainesville.  I've been around for 5 years now and have seen it all, and this place‚Ä?
I had the peach ribs and they were amazing.  My husband had the chicken and waffles.  ...Barbeque Ribs",12/5/2010,132,62
2133,133,1133,"My favorite is the Beach club; it has avocado and alfalfa sprouts.  Their french bread is deliciously fresh and chewy.  Place was awesome when they had sprouts, black olives, etc.",11/17/2008,133,63
2134,134,1134,I won't shop anywhere for my pets other than Earth Pets. I trust every product they have because I know the owners and staff put a lot of research into their products. Even my vet said that‚Ä?,2/7/2008,134,64
2135,135,1135,"Every Wednesday joy erupts in my little black heart because of this Farmer's Market. It is so wonderful. The vendors are all extremely nice and most of them are there every week, so it's‚Ä?
this place is definetly a hidden gem for people who dont want to be...  The Baklava was one of the best I've every had and I also had a tasty...  The best Fish and Chips in Gainesville",5/17/2010,135,65
2136,136,1136,"A great lunch or dinner for $7 and change.  ...I always go there for breakfast,  their breakfast sandwich and their...  But during summer, it is the perfect setting to study and read.",7/7/2007,136,66
2137,137,1137,"This is a fabulous all-suites hotel. The best service we have ever received. They put ""warmth"" back into travel. The staff is friendly and professional. The rooms are clean and comfortable.‚Ä?
...a nice outdoor patio area where there is a ping pong table as well.  Very affordable",8/6/2010,137,67
2138,138,1138,The garlic rolls are amazing here.  The Pizza:  Stone fired and has a slight smoky taste.  The crust is crispy and all of the ingredients are top notch.,5/17/2008,138,68
