RatingID,UserID,RestaurantID,Rating
245,320,687,1
246,914,610,2
247,72,2209,3
248,287,4189,4
249,135,2374,5
250,501,1156,1
251,165,4862,2
252,377,994,3
253,484,5385,4
254,640,3958,5
255,158,5328,1
256,380,4091,2
257,724,2774,3
258,357,696,4
259,348,3708,5
260,986,4208,1
261,301,5518,2
262,878,4147,3
263,205,3908,4
264,670,3680,5
265,762,5026,1
266,511,3229,2
267,814,269,3
268,235,1507,4
269,424,1235,5
270,723,5511,1
271,721,5273,2
272,60,1573,3
273,144,5243,4
274,513,4491,5
275,703,4940,1
276,634,2956,2
277,471,1926,3
278,223,5832,4
279,696,4655,5
280,29,2592,1
281,292,3076,2
282,982,754,3
283,795,5871,4
284,935,2211,5
285,620,2514,1
286,266,1497,2
287,514,4916,3
288,518,1318,4
289,623,1340,5
290,239,73,1
291,323,4520,2
292,408,2977,3
293,651,3328,4
294,916,2828,5
295,97,4179,1
296,89,2028,2
297,922,571,3
298,380,2794,4
299,748,486,5
300,155,5106,1
301,372,3026,2
302,555,1978,3
303,113,1726,4
304,794,1696,5
305,136,936,1
306,723,5977,2
307,466,4706,3
308,84,5608,4
309,115,6050,5
310,2,3106,1
311,998,5357,2
312,907,2223,3
313,221,5865,4
314,175,3965,5
315,783,6085,1
316,820,6178,2
317,934,3552,3
318,819,4069,4
319,188,3542,5
320,584,822,1
321,389,5837,2
322,226,2838,3
323,81,3455,4
324,937,3112,5
325,433,3644,1
326,159,4183,2
327,785,2818,3
328,70,1007,4
329,322,1990,5
330,120,2628,1
331,943,5909,2
332,768,608,3
333,709,3224,4
334,441,1610,5
335,203,6130,1
336,375,3397,2
337,447,4528,3
338,302,4911,4
339,988,2094,5
340,456,2290,1
341,790,3463,2
342,132,2072,3
343,278,3158,4
344,603,4040,5
345,609,4368,1
346,900,4620,2
347,703,1331,3
348,756,2267,4
349,848,1799,5
350,745,5006,1
351,728,5721,2
352,257,1312,3
353,91,3816,4
354,418,4984,5
355,88,2490,1
356,973,1857,2
357,542,239,3
358,620,1999,4
359,819,6188,5
360,421,3206,1
361,506,5246,2
362,122,3078,3
363,415,1711,4
364,490,5197,5
365,94,1285,1
366,470,3942,2
367,157,1557,3
368,620,1444,4
369,556,726,5
370,802,784,1
371,418,6081,2
372,12,3501,3
373,342,1803,4
374,820,250,5
375,174,4906,1
376,556,3553,2
377,380,2411,3
378,762,5561,4
379,45,1422,5
380,531,3588,1
381,218,3239,2
382,142,5876,3
383,825,2538,4
384,616,1651,5
385,382,1484,1
386,121,48,2
387,344,4825,3
388,865,4890,4
389,943,4694,5
390,860,4318,1
391,800,1650,2
392,663,5481,3
393,59,1128,4
394,597,2436,5
395,64,2047,1
396,433,2718,2
397,783,4756,3
398,437,1640,4
399,761,1580,5
400,999,2232,1
401,329,3409,2
402,167,1274,3
403,830,4862,4
404,784,1546,5
405,13,1919,1
406,962,5122,2
407,970,5462,3
408,975,2878,4
409,605,1750,5
410,702,5299,1
411,457,4782,2
412,7,4395,3
413,156,2681,4
414,291,4902,5
415,584,2834,1
416,640,4972,2
417,841,5911,3
418,142,2197,4
419,256,6216,5
420,895,610,1
421,183,6160,2
422,16,6080,3
423,452,5892,4
424,201,14,5
425,821,1249,1
426,329,106,2
427,483,940,3
428,451,4414,4
429,289,1293,5
430,725,1162,1
431,902,3377,2
432,629,4452,3
433,826,5379,4
434,706,772,5
435,693,2157,1
436,31,747,2
437,592,3719,3
438,865,1837,4
439,757,1667,5
440,89,1530,1
441,248,1650,2
442,785,1813,3
443,398,207,4
444,848,4398,5
445,722,5208,1
446,421,5975,2
447,23,2250,3
448,304,4778,4
449,181,6173,5
450,94,185,1
451,614,6192,2
452,75,3119,3
453,642,3981,4
454,931,1058,5
455,426,2168,1
456,354,5066,2
457,690,1646,3
458,203,3938,4
459,301,3756,5
460,488,4902,1
461,99,2413,2
462,708,4321,3
463,954,6097,4
464,547,4212,5
465,697,1971,1
466,698,3093,2
467,656,1215,3
468,48,3161,4
469,276,5440,5
470,445,2628,1
471,195,5996,2
472,69,2511,3
473,31,220,4
474,690,4389,5
475,99,1728,1
476,301,4935,2
477,33,5056,3
478,493,1010,4
479,242,4590,5
480,157,4149,1
481,478,2869,2
482,980,2168,3
483,184,5489,4
484,358,6120,5
485,710,409,1
486,867,4263,2
487,548,3341,3
488,581,1342,4
489,833,831,5
490,918,4526,1
491,925,3073,2
492,961,3619,3
493,582,5535,4
494,797,1294,5
495,993,1843,1
496,166,4936,2
497,284,4710,3
498,992,4420,4
499,86,850,5
500,52,3486,1
501,571,3631,2
502,955,2905,3
503,648,3808,4
504,253,992,5
505,963,3380,1
506,291,3994,2
507,142,3,3
508,620,2923,4
509,205,4831,5
510,463,691,1
511,536,1539,2
512,741,3045,3
513,992,6032,4
514,477,4721,5
515,458,5492,1
516,484,3153,2
517,399,2585,3
518,926,811,4
519,93,4881,5
520,75,324,1
521,224,623,2
522,115,3216,3
523,421,1440,4
524,845,5391,5
525,440,1189,1
526,59,4329,2
527,111,2511,3
528,67,1680,4
529,76,292,5
530,842,2904,1
531,887,3563,2
532,80,545,3
533,389,1501,4
534,298,4757,5
535,554,5247,1
536,811,1678,2
537,971,4971,3
538,285,5757,4
539,340,3419,5
540,135,2569,1
541,644,2754,2
542,857,4450,3
543,360,2745,4
544,708,40,5
545,92,2568,1
546,623,3794,2
547,98,4645,3
548,967,6191,4
549,602,4909,5
550,209,2927,1
551,606,4929,2
552,202,3592,3
553,96,996,4
554,709,1749,5
555,259,2440,1
556,602,1351,2
557,696,522,3
558,880,2849,4
559,798,4447,5
560,983,3502,1
561,98,325,2
562,751,2234,3
563,564,4363,4
564,854,4740,5
565,665,4613,1
566,472,6192,2
567,566,3403,3
568,868,6125,4
569,304,6172,5
570,936,267,1
571,409,4040,2
572,621,943,3
573,754,4159,4
574,343,1581,5
575,445,6127,1
576,218,2914,2
577,878,4746,3
578,853,5032,4
579,487,293,5
580,405,1254,1
581,276,4718,2
582,759,1090,3
583,707,6115,4
584,117,1463,5
585,505,5345,1
586,498,1902,2
587,315,5567,3
588,780,72,4
589,884,6050,5
590,299,2251,1
591,399,1394,2
592,108,5354,3
593,297,457,4
594,176,5222,5
595,794,1895,1
596,596,225,2
597,237,5312,3
598,407,594,4
599,638,4276,5
600,84,4891,1
601,756,4780,2
602,534,2957,3
603,567,5366,4
604,295,4422,5
605,586,571,1
606,336,196,2
607,787,1909,3
608,355,246,4
609,993,4070,5
610,239,1326,1
611,365,302,2
612,623,977,3
613,256,3164,4
614,206,5341,5
615,361,1283,1
616,378,3025,2
617,404,5113,3
618,834,4384,4
619,212,3183,5
620,864,4238,1
621,984,5801,2
622,644,3983,3
623,929,3757,4
624,699,1316,5
625,497,1256,1
626,483,5129,2
627,376,1124,3
628,594,2584,4
629,957,5351,5
630,80,1140,1
631,484,5769,2
632,714,4790,3
633,913,337,4
634,579,1594,5
635,607,4038,1
636,798,6188,2
637,578,4492,3
638,705,6022,4
639,70,231,5
640,475,707,1
641,605,176,2
642,854,3035,3
643,904,5830,4
644,329,1699,5
645,869,1405,1
646,253,394,2
647,162,1043,3
648,826,5181,4
649,992,1523,5
650,681,5864,1
651,682,3473,2
652,57,5654,3
653,741,1811,4
654,425,4323,5
655,933,1465,1
656,185,2721,2
657,991,2319,3
658,713,603,4
659,985,231,5
660,428,3360,1
661,615,1964,2
662,995,5815,3
663,351,107,4
664,149,1726,5
665,350,5816,1
666,486,3769,2
667,877,4829,3
668,567,2911,4
669,311,5362,5
670,683,5921,1
671,6,2652,2
672,1002,5464,3
673,693,3123,4
674,732,1136,5
675,703,3355,1
676,307,1573,2
677,838,1340,3
678,850,451,4
679,969,5887,5
680,911,3971,1
681,535,2061,2
682,98,118,3
683,769,602,4
684,716,543,5
685,468,1151,1
686,914,6092,2
687,828,5814,3
688,814,5265,4
689,973,144,5
690,949,5386,1
691,78,4271,2
692,251,6198,3
693,452,4452,4
694,810,2881,5
695,867,5723,1
696,587,1080,2
697,591,5476,3
698,777,2527,4
699,697,779,5
700,811,2907,1
701,396,1858,2
702,931,1764,3
703,159,318,4
704,324,2644,5
705,740,3773,1
706,793,264,2
707,535,5746,3
708,762,5851,4
709,290,4803,5
710,759,1029,1
711,124,5035,2
712,80,571,3
713,887,4457,4
714,906,532,5
715,259,1172,1
716,675,5946,2
717,454,4719,3
718,165,1273,4
719,611,6168,5
720,791,1912,1
721,619,4680,2
722,915,5290,3
723,999,1663,4
724,94,2749,5
725,133,4861,1
726,390,780,2
727,623,4780,3
728,940,4782,4
729,251,3968,5
730,121,1576,1
731,999,3310,2
732,219,495,3
733,64,1552,4
734,798,2724,5
735,775,783,1
736,43,682,2
737,600,2503,3
738,967,4619,4
739,567,1677,5
740,111,2006,1
741,869,4526,2
742,981,3707,3
743,437,1994,4
744,169,2216,5
745,661,3375,1
746,797,1656,2
747,469,921,3
748,254,4381,4
749,489,3771,5
750,774,3424,1
751,226,1698,2
752,391,5482,3
753,734,2824,4
754,159,3070,5
755,839,4974,1
756,573,5454,2
757,658,1253,3
758,32,686,4
759,218,2833,5
760,473,3607,1
761,742,2141,2
762,784,2522,3
763,911,5289,4
764,738,1391,5
765,397,3288,1
766,930,3241,2
767,342,4315,3
768,156,2029,4
769,770,3564,5
770,343,5619,1
771,18,2474,2
772,608,4605,3
773,656,5489,4
774,562,3036,5
775,814,4722,1
776,342,5832,2
777,860,1805,3
778,516,1256,4
779,934,3872,5
780,487,4581,1
781,600,3913,2
782,898,4798,3
783,721,3451,4
784,33,3726,5
785,854,5264,1
786,245,1642,2
787,709,3357,3
788,343,3417,4
789,676,2636,5
790,775,2736,1
791,811,1428,2
792,906,4060,3
793,553,4845,4
794,952,885,5
795,519,3466,1
796,166,5931,2
797,851,4624,3
798,914,2903,4
799,16,3440,5
800,159,4787,1
801,169,5266,2
802,16,6053,3
803,576,4374,4
804,114,2103,5
805,391,1478,1
806,983,2897,2
807,230,3099,3
808,783,1532,4
809,432,438,5
810,698,5073,1
811,794,126,2
812,424,809,3
813,654,4822,4
814,152,2672,5
815,354,4869,1
816,62,1996,2
817,747,5406,3
818,89,370,4
819,8,984,5
820,328,1066,1
821,422,2816,2
822,223,4317,3
823,931,202,4
824,276,5976,5
825,286,4703,1
826,553,1809,2
827,729,388,3
828,761,2792,4
829,621,3554,5
830,720,119,1
831,33,2365,2
832,339,1438,3
833,406,4242,4
834,460,3365,5
835,336,2818,1
836,582,4925,2
837,276,2701,3
838,41,531,4
839,865,1148,5
840,651,1266,1
841,1002,1325,2
842,404,2755,3
843,755,5527,4
844,297,4007,5
845,718,3402,1
846,443,4526,2
847,673,5582,3
848,284,4934,4
849,426,4147,5
850,233,2748,1
851,723,4931,2
852,750,4235,3
853,880,4047,4
854,563,5766,5
855,27,1889,1
856,147,2294,2
857,325,3642,3
858,178,3658,4
859,53,6044,5
860,247,2713,1
861,902,205,2
862,603,163,3
863,92,5338,4
864,960,2376,5
865,168,3955,1
866,452,1798,2
867,111,638,3
868,240,5177,4
869,311,6137,5
870,131,4725,1
871,502,4354,2
872,128,5981,3
873,171,3844,4
874,997,5755,5
875,48,3138,1
876,150,5246,2
877,846,4263,3
878,138,2530,4
879,13,2239,5
880,549,3170,1
881,222,4586,2
882,246,4970,3
883,335,1697,4
884,455,3397,5
885,45,5052,1
886,368,613,2
887,504,799,3
888,178,977,4
889,547,1788,5
890,836,5737,1
891,605,183,2
892,117,5358,3
893,443,3133,4
894,674,545,5
895,211,1596,1
896,553,347,2
897,816,3529,3
898,207,266,4
899,471,741,5
900,36,5974,1
901,490,5080,2
902,58,4227,3
903,386,6110,4
904,790,2545,5
905,253,4813,1
906,19,373,2
907,971,4875,3
908,231,5157,4
909,447,1665,5
910,564,2933,1
911,772,4834,2
912,133,4468,3
913,62,2390,4
914,5,339,5
915,625,2229,1
916,812,1031,2
917,516,3906,3
918,849,633,4
919,801,5549,5
920,767,4627,1
921,363,4875,2
922,388,6078,3
923,749,4477,4
924,283,3222,5
925,167,5518,1
926,203,2603,2
927,558,3379,3
928,689,3748,4
929,146,873,5
930,502,3632,1
931,674,5789,2
932,512,1459,3
933,750,50,4
934,316,3227,5
935,362,4313,1
936,836,2599,2
937,401,5921,3
938,758,4482,4
939,351,602,5
940,367,3287,1
941,857,6178,2
942,313,2279,3
943,755,2223,4
944,758,4274,5
945,520,1204,1
946,172,3856,2
947,660,2435,3
948,211,1722,4
949,258,6006,5
950,795,5533,1
951,528,2249,2
952,714,5888,3
953,103,2908,4
954,142,380,5
955,764,1333,1
956,954,1182,2
957,764,1443,3
958,122,125,4
959,637,5600,5
960,418,3147,1
961,857,662,2
962,344,5356,3
963,65,326,4
964,456,3620,5
965,226,2315,1
966,545,2224,2
967,127,4838,3
968,96,5888,4
969,243,1829,5
970,480,1995,1
971,876,743,2
972,404,6106,3
973,81,2248,4
974,714,5291,5
975,405,2415,1
976,193,2318,2
977,781,958,3
978,519,5390,4
979,652,3647,5
980,309,5956,1
981,42,5545,2
982,660,1165,3
983,761,664,4
984,620,3865,5
985,867,4024,1
986,481,446,2
987,151,1050,3
988,137,3100,4
989,505,5354,5
990,621,5168,1
991,508,6180,2
992,358,3864,3
993,111,381,4
994,734,493,5
995,736,1420,1
996,891,2657,2
997,91,2296,3
998,168,873,4
999,48,3447,5
1000,302,347,1
