RatingID,UserID,RID,Rating
442,442,248,3
443,443,338,4
444,444,53,5
445,445,52,1
446,446,346,2
447,447,347,3
448,448,149,4
449,449,353,5
450,450,3,1
451,451,185,2
452,452,228,3
453,453,346,4
454,454,84,5
455,455,304,1
456,456,292,2
457,457,59,3
458,458,112,4
459,459,284,5
460,460,21,1
461,461,101,2
462,462,256,3
463,463,333,4
464,464,200,5
465,465,148,1
466,466,132,2
467,467,176,3
468,468,222,4
469,469,126,5
470,470,181,1
471,471,28,2
472,472,352,3
473,473,210,4
474,474,24,5
475,475,286,1
476,476,292,2
477,477,336,3
478,478,353,4
479,479,257,5
480,480,103,1
481,481,286,2
482,482,64,3
483,483,307,4
484,484,44,5
485,485,249,1
486,486,241,2
487,487,316,3
488,488,51,4
489,489,164,5
490,490,47,1
491,491,123,2
492,492,373,3
493,493,297,4
494,494,319,5
495,495,294,1
496,496,283,2
497,497,185,3
498,498,281,4
499,499,99,5
500,500,253,1
501,501,112,2
502,502,10,3
503,503,61,4
504,504,373,5
505,505,84,1
506,506,61,2
507,507,198,3
508,508,177,4
509,509,366,5
510,510,112,1
511,511,230,2
512,512,208,3
513,513,102,4
514,514,110,5
515,515,142,1
516,516,311,2
517,517,199,3
518,518,155,4
519,519,85,5
520,520,289,1
521,521,76,2
522,522,334,3
523,523,188,4
524,524,192,5
525,525,36,1
526,526,254,2
527,527,331,3
528,528,180,4
529,529,105,5
530,530,65,1
531,531,192,2
532,532,341,3
533,533,134,4
534,534,255,5
535,535,143,1
536,536,96,2
537,537,293,3
538,538,244,4
539,539,175,5
540,540,276,1
541,541,364,2
542,542,203,3
543,543,59,4
544,544,291,5
545,545,119,1
546,546,4,2
547,547,212,3
548,548,212,4
549,549,290,5
550,550,76,1
551,551,365,2
552,552,374,3
553,553,274,4
554,554,140,5
555,555,110,1
556,556,260,2
557,557,317,3
558,558,82,4
559,559,75,5
560,560,128,1
561,561,367,2
562,562,28,3
563,563,238,4
564,564,238,5
565,565,55,1
566,566,29,2
567,567,341,3
568,568,231,4
569,569,125,5
570,570,295,1
571,571,314,2
572,572,106,3
573,573,206,4
574,574,226,5
575,575,134,1
576,576,151,2
577,577,86,3
578,578,87,4
579,579,56,5
580,580,369,1
581,581,314,2
582,582,31,3
583,583,356,4
584,584,246,5
585,585,1,1
586,586,165,2
587,587,209,3
588,588,47,4
589,589,59,5
590,590,327,1
591,591,96,2
592,592,369,3
593,593,127,4
594,594,376,5
595,595,305,1
596,596,148,2
597,597,360,3
598,598,88,4
599,599,371,5
600,600,294,1
601,601,303,2
602,602,202,3
603,603,286,4
604,604,137,5
605,605,119,1
606,606,301,2
607,607,263,3
608,608,39,4
609,609,88,5
610,610,333,1
611,611,337,2
612,612,300,3
613,613,188,4
614,614,317,5
615,615,78,1
616,616,344,2
617,617,3,3
618,618,39,4
619,619,241,5
620,620,62,1
621,621,5,2
622,622,5,3
623,623,317,4
624,624,84,5
625,625,207,1
626,626,1,2
627,627,229,3
628,628,264,4
629,629,159,5
630,630,348,1
631,631,17,2
632,632,166,3
633,633,46,4
634,634,360,5
635,635,372,1
636,636,255,2
637,637,173,3
638,638,332,4
639,639,284,5
640,640,204,1
641,641,223,2
642,642,292,3
643,643,32,4
644,644,16,5
645,645,340,1
646,646,98,2
647,647,365,3
648,648,378,4
649,649,214,5
650,650,277,1
651,651,140,2
652,652,347,3
653,653,317,4
654,654,317,5
655,655,228,1
656,656,336,2
657,657,92,3
658,658,63,4
659,659,138,5
660,660,157,1
661,661,69,2
662,662,217,3
663,663,157,4
664,664,191,5
665,665,116,1
666,666,87,2
667,667,27,3
668,668,175,4
669,669,20,5
670,670,75,1
671,671,377,2
672,672,37,3
673,673,275,4
674,674,192,5
675,675,364,1
676,676,247,2
677,677,183,3
678,678,312,4
679,679,167,5
680,680,301,1
681,681,14,2
682,682,246,3
683,683,138,4
684,684,20,5
685,685,236,1
686,686,258,2
687,687,172,3
688,688,164,4
689,689,340,5
690,690,247,1
691,691,22,2
692,692,58,3
693,693,235,4
694,694,157,5
695,695,68,1
696,696,130,2
697,697,240,3
698,698,233,4
699,699,35,5
700,700,258,1
701,701,238,2
702,702,44,3
703,703,332,4
704,704,83,5
705,705,344,1
706,706,331,2
707,707,345,3
708,708,339,4
709,709,288,5
710,710,194,1
711,711,158,2
712,712,50,3
713,713,354,4
714,714,198,5
715,715,378,1
716,716,264,2
717,717,351,3
718,718,283,4
719,719,241,5
720,720,245,1
721,721,64,2
722,722,335,3
723,723,266,4
724,724,225,5
725,725,206,1
726,726,271,2
727,727,59,3
728,728,358,4
729,729,49,5
730,730,322,1
731,731,202,2
732,732,263,3
733,733,378,4
734,734,258,5
735,735,175,1
736,736,264,2
737,737,153,3
738,738,35,4
739,739,31,5
740,740,350,1
741,741,83,2
742,742,217,3
743,743,42,4
744,744,101,5
745,745,297,1
746,746,134,2
747,747,114,3
748,748,239,4
749,749,256,5
750,750,75,1
751,751,238,2
752,752,83,3
753,753,361,4
754,754,295,5
755,755,237,1
756,756,307,2
757,757,292,3
758,758,27,4
759,759,278,5
760,760,234,1
761,761,290,2
762,762,297,3
763,763,343,4
764,764,176,5
765,765,327,1
766,766,260,2
767,767,227,3
768,768,51,4
769,769,171,5
770,770,283,1
771,771,135,2
772,772,141,3
773,773,343,4
774,774,320,5
775,775,192,1
776,776,139,2
777,777,40,3
778,778,198,4
779,779,234,5
780,780,177,1
781,781,336,2
782,782,164,3
783,783,124,4
784,784,23,5
785,785,149,1
786,786,142,2
787,787,276,3
788,788,133,4
789,789,275,5
790,790,65,1
791,791,16,2
792,792,30,3
793,793,99,4
794,794,75,5
795,795,52,1
796,796,169,2
797,797,103,3
798,798,59,4
799,799,346,5
800,800,233,1
801,801,22,2
802,802,240,3
803,803,2,4
804,804,192,5
805,805,12,1
806,806,32,2
807,807,189,3
808,808,334,4
809,809,351,5
810,810,333,1
811,811,278,2
812,812,243,3
813,813,84,4
814,814,66,5
815,815,348,1
816,816,176,2
817,817,314,3
818,818,336,4
819,819,159,5
820,820,194,1
821,821,235,2
822,822,39,3
823,823,372,4
824,824,204,5
825,825,160,1
826,826,358,2
827,827,187,3
828,828,241,4
829,829,332,5
830,830,158,1
831,831,224,2
832,832,145,3
833,833,369,4
834,834,261,5
835,835,130,1
836,836,62,2
837,837,325,3
838,838,12,4
839,839,125,5
840,840,291,1
841,841,105,2
842,842,72,3
843,843,219,4
844,844,247,5
845,845,96,1
846,846,87,2
847,847,353,3
848,848,287,4
849,849,87,5
850,850,176,1
851,851,23,2
852,852,129,3
853,853,255,4
854,854,110,5
855,855,13,1
856,856,92,2
857,857,234,3
858,858,46,4
859,859,354,5
860,860,119,1
861,861,378,2
862,862,67,3
863,863,173,4
864,864,124,5
865,865,64,1
866,866,30,2
867,867,219,3
868,868,350,4
869,869,166,5
870,870,299,1
871,871,372,2
872,872,307,3
873,873,29,4
874,874,49,5
875,875,355,1
876,876,262,2
877,877,179,3
878,878,83,4
879,879,116,5
880,880,295,1
881,881,19,2
882,882,144,3
883,883,228,4
884,884,325,5
885,885,44,1
886,886,140,2
887,887,58,3
888,888,323,4
889,889,360,5
890,890,255,1
891,891,199,2
892,892,11,3
893,893,323,4
894,894,110,5
895,895,269,1
896,896,54,2
897,897,246,3
898,898,141,4
899,899,242,5
900,900,173,1
901,901,308,2
902,902,103,3
903,903,55,4
904,904,122,5
905,905,41,1
906,906,255,2
907,907,212,3
908,908,103,4
909,909,312,5
910,910,150,1
911,911,365,2
912,912,365,3
913,913,124,4
914,914,160,5
915,915,154,1
916,916,138,2
917,917,278,3
918,918,170,4
919,919,242,5
920,920,53,1
921,921,325,2
922,922,51,3
923,923,134,4
924,924,6,5
925,925,203,1
926,926,162,2
927,927,64,3
928,928,193,4
929,929,337,5
930,930,76,1
931,931,34,2
932,932,339,3
933,933,201,4
934,934,8,5
935,935,105,1
936,936,356,2
937,937,158,3
938,938,347,4
939,939,28,5
940,940,84,1
941,941,127,2
942,942,263,3
943,943,378,4
944,944,95,5
945,945,140,1
946,946,320,2
947,947,303,3
948,948,62,4
949,949,100,5
950,950,101,1
951,951,204,2
952,952,205,3
953,953,309,4
954,954,107,5
955,955,245,1
956,956,29,2
957,957,369,3
958,958,255,4
959,959,319,5
960,960,142,1
961,961,305,2
962,962,201,3
963,963,271,4
964,964,169,5
965,965,153,1
966,966,128,2
967,967,171,3
968,968,255,4
969,969,122,5
970,970,142,1
971,971,156,2
972,972,318,3
973,973,245,4
974,974,58,5
975,975,64,1
976,976,35,2
977,977,165,3
978,978,2,4
979,979,202,5
980,980,220,1
981,981,158,2
982,982,288,3
983,983,245,4
984,984,250,5
985,985,369,1
986,986,28,2
987,987,35,3
988,988,184,4
989,989,72,5
990,990,227,1
991,991,283,2
992,992,133,3
993,993,266,4
994,994,229,5
995,995,237,1
996,996,221,2
997,997,341,3
998,998,24,4
999,999,13,5
1000,1000,290,1
